,Date,Tmax_x,Tmin_x,Tavg_x,DewPoint_x,WetBulb_x,PrecipTotal_x,Tmax_y,Tmin_y,Tavg_y,DewPoint_y,WetBulb_y,PrecipTotal_y,05,06,07,08,09,10,day01,day02,day03,day04,day05,day06,day07,day08,day09,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day30,day31
334,2008-09-28,68,57,63.0,57,60.0,0.0,69,60,65.0,57,60.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
335,2008-09-29,64,54,59.0,55,57.0,0.82,65,56,61.0,57,59.0,0.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
336,2008-09-30,59,48,54.0,44,49.0,0.0,61,48,55.0,45,50.0,0.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
337,2008-10-01,61,46,54.0,40,47.0,0.0,62,46,54.0,41,47.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,2008-10-02,61,42,52.0,40,47.0,0.0,62,43,53.0,40,47.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,2008-10-03,60,44,52.0,42,47.0,0.01,59,49,54.0,43,49.0,0.01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,2008-10-04,61,38,50.0,38,45.0,0.0,60,42,51.0,39,46.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,2008-10-05,61,41,51.0,43,48.0,0.06,61,46,54.0,41,49.0,0.03,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,2008-10-06,69,54,62.0,47,54.0,0.0,70,56,63.0,46,54.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,2008-10-07,63,56,60.0,52,56.0,0.8,65,56,61.0,52,56.0,0.86,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,2008-10-08,64,50,57.0,51,54.0,0.19,63,52,58.0,52,55.0,0.29,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,2008-10-09,69,47,58.0,38,49.0,0.0,69,48,59.0,39,49.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,2008-10-10,72,42,57.0,42,50.0,0.0,73,46,60.0,41,51.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,2008-10-11,79,51,65.0,50,57.0,0.0,80,55,68.0,50,57.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,2008-10-12,84,57,71.0,56,61.0,0.0,86,62,74.0,54,62.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,2008-10-13,77,61,69.0,58,63.0,0.0,79,64,72.0,57,63.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,2008-10-14,69,53,61.0,43,51.0,0.001,70,55,63.0,43,52.0,0.001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,2008-10-15,63,47,55.0,50,53.0,0.3,64,50,57.0,51,54.0,0.24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,2008-10-16,59,43,51.0,38,44.0,0.0,59,44,52.0,39,45.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,2008-10-17,57,43,50.0,39,44.0,0.0,56,44,50.0,40,46.0,0.001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,2008-10-18,60,43,52.0,40,45.0,0.05,60,46,53.0,41,47.0,0.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
355,2008-10-19,62,40,51.0,37,45.0,0.0,62,44,53.0,37,46.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
356,2008-10-20,55,43,49.0,42,46.0,0.18,56,44,50.0,43,47.0,0.31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
357,2008-10-21,55,38,47.0,35,42.0,0.0,55,39,47.0,37,43.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
358,2008-10-22,52,35,44.0,30,40.0,0.0,54,40,47.0,29,40.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
359,2008-10-23,58,41,50.0,36,44.0,0.16,60,40,50.0,34,43.0,0.09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
360,2008-10-24,54,44,49.0,44,47.0,0.32,56,45,51.0,44,47.0,0.63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
361,2008-10-25,53,43,48.0,40,44.0,0.001,53,43,48.0,41,45.0,0.001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
362,2008-10-26,56,37,47.0,32,41.0,0.001,56,36,46.0,34,41.0,0.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
363,2008-10-27,47,33,40.0,27,35.0,0.001,47,34,41.0,28,35.0,0.001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
364,2008-10-28,45,31,38.0,23,33.0,0.0,45,32,39.0,23,33.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
365,2008-10-29,51,32,42.0,24,34.0,0.0,51,33,42.0,25,35.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
366,2008-10-30,62,31,47.0,32,41.0,0.0,63,34,49.0,31,41.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
367,2008-10-31,70,48,59.0,46,51.0,0.0,71,49,60.0,46,51.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
368,2009-05-01,60,46,53.0,40,47.0,0.02,62,48,55.0,42,48.0,0.04,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,2009-05-02,66,44,55.0,33,45.0,0.0,65,45,55.0,34,46.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,2009-05-03,70,43,57.0,34,47.0,0.0,70,45,58.0,35,48.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,2009-05-04,70,43,57.0,34,47.0,0.0,70,49,60.0,36,48.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,2009-05-05,71,49,60.0,40,50.0,0.0,70,54,62.0,41,51.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,2009-05-06,75,51,63.0,51,55.0,0.67,75,56,66.0,51,56.0,0.86,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,2009-05-07,77,56,67.0,52,57.0,0.19,77,56,67.0,53,58.0,0.03,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,2009-05-08,77,53,65.0,53,58.0,0.02,74,57,66.0,55,59.0,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,2009-05-09,63,46,55.0,44,48.0,0.001,64,45,55.0,44,49.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,2009-05-10,67,40,54.0,39,46.0,0.0,67,43,55.0,40,47.0,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,2009-05-11,61,39,50.0,35,44.0,0.0,61,40,51.0,34,44.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,2009-05-12,71,39,55.0,34,47.0,0.0,72,44,58.0,32,47.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,2009-05-13,70,53,62.0,56,58.0,0.55,71,54,63.0,58,60.0,1.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,2009-05-14,68,53,61.0,44,52.0,0.0,69,55,62.0,44,53.0,0.001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,2009-05-15,61,52,57.0,51,54.0,0.39,63,55,59.0,52,55.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,2009-05-16,62,45,54.0,40,49.0,0.0,62,47,55.0,41,50.0,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,2009-05-17,63,39,51.0,27,42.0,0.0,59,41,50.0,28,42.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,2009-05-18,66,40,53.0,33,45.0,0.001,67,45,56.0,30,45.0,0.001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
386,2009-05-19,80,52,66.0,44,55.0,0.0,80,54,67.0,43,54.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
387,2009-05-20,84,61,73.0,44,57.0,0.0,85,61,73.0,43,57.0,0.001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
388,2009-05-21,84,60,72.0,49,59.0,0.0,85,60,73.0,48,59.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
389,2009-05-22,69,53,61.0,46,53.0,0.0,70,56,63.0,47,54.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
390,2009-05-23,80,50,65.0,50,57.0,0.0,79,55,67.0,51,58.0,0.001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
391,2009-05-24,71,55,63.0,46,53.0,0.0,70,56,63.0,47,54.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
392,2009-05-25,67,54,61.0,43,51.0,0.04,64,56,60.0,46,53.0,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
393,2009-05-26,74,53,64.0,51,55.0,1.73,76,56,66.0,54,58.0,1.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
394,2009-05-27,73,55,64.0,58,60.0,0.02,75,58,67.0,60,63.0,0.001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
395,2009-05-28,62,54,58.0,51,54.0,0.0,64,55,60.0,51,54.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
396,2009-05-29,74,50,62.0,49,55.0,0.001,77,55,66.0,49,55.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
397,2009-05-30,79,50,65.0,46,54.0,0.001,79,53,66.0,46,55.0,0.001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
398,2009-05-31,73,45,59.0,41,50.0,0.0,72,49,61.0,43,52.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
399,2009-06-01,78,51,65.0,53,57.0,0.44,80,52,66.0,54,58.0,0.83,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,2009-06-02,60,48,54.0,46,50.0,0.12,61,50,56.0,47,51.0,0.06,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,2009-06-03,61,43,52.0,39,46.0,0.0,61,47,54.0,40,48.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,2009-06-04,68,42,55.0,37,48.0,0.0,68,47,58.0,38,49.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,2009-06-05,79,44,62.0,44,54.0,0.0,80,47,64.0,43,54.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,2009-06-06,63,51,57.0,45,50.0,0.02,66,55,61.0,48,53.0,0.001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,2009-06-07,73,52,63.0,53,57.0,0.04,74,56,65.0,54,59.0,0.001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,2009-06-08,80,52,66.0,60,63.0,0.45,82,55,69.0,61,65.0,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,2009-06-09,67,55,61.0,53,56.0,0.001,67,56,62.0,53,56.0,0.001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,2009-06-10,67,54,61.0,49,53.0,0.01,67,55,61.0,50,55.0,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,2009-06-11,64,53,59.0,51,54.0,0.01,60,53,57.0,53,54.0,1.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,2009-06-12,74,49,62.0,49,55.0,0.001,72,50,61.0,49,55.0,0.001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,2009-06-13,68,54,61.0,51,55.0,0.33,66,56,61.0,52,55.0,0.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,2009-06-14,77,51,64.0,48,57.0,0.0,76,54,65.0,50,57.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,2009-06-15,81,53,67.0,49,58.0,0.0,81,57,69.0,49,58.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,2009-06-16,71,59,65.0,55,60.0,1.23,71,64,68.0,57,61.0,1.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,2009-06-17,71,61,66.0,59,62.0,0.0,73,63,68.0,60,63.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,2009-06-18,80,61,71.0,63,67.0,0.12,81,63,72.0,64,67.0,0.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
417,2009-06-19,86,65,76.0,67,69.0,3.97,88,66,77.0,68,70.0,0.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
418,2009-06-20,87,68,78.0,65,70.0,0.0,88,69,79.0,65,70.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
419,2009-06-21,84,70,77.0,63,68.0,0.01,86,71,79.0,64,69.0,0.001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
420,2009-06-22,89,68,79.0,67,71.0,0.09,89,70,80.0,67,71.0,0.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
421,2009-06-23,94,71,83.0,69,73.0,0.0,92,75,84.0,68,73.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
422,2009-06-24,94,75,85.0,68,73.0,0.04,93,73,83.0,68,73.0,0.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
423,2009-06-25,94,75,85.0,69,73.0,0.001,93,76,85.0,68,73.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
424,2009-06-26,86,69,78.0,60,71.89,0.0,86,72,79.0,61,67.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
425,2009-06-27,89,62,76.0,61,67.0,0.3,90,67,79.0,60,67.0,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
426,2009-06-28,83,66,75.0,53,62.0,0.0,83,68,76.0,53,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
427,2009-06-29,77,63,70.0,54,61.0,0.0,78,65,72.0,54,61.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
428,2009-06-30,66,59,63.0,53,57.0,0.0,68,61,65.0,53,58.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
429,2009-07-01,65,57,61.0,52,56.0,0.001,65,57,61.0,54,57.0,0.02,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,2009-07-02,73,59,66.0,54,60.0,0.0,73,60,67.0,55,60.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,2009-07-03,79,63,71.0,56,62.0,0.0,79,62,71.0,56,62.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,2009-07-04,69,59,64.0,58,61.0,0.2,69,63,66.0,58,62.0,0.12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,2009-07-05,81,57,69.0,58,63.0,0.05,82,61,72.0,59,64.0,0.03,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,2009-07-06,86,60,73.0,54,62.0,0.0,85,63,74.0,54,63.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,2009-07-07,77,59,68.0,54,60.0,0.001,76,65,71.0,55,61.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,2009-07-08,65,61,63.0,56,59.0,0.06,68,62,65.0,55,59.0,0.17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,2009-07-09,79,59,69.0,57,63.0,0.0,80,63,72.0,58,64.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,2009-07-10,82,63,73.0,64,67.0,0.08,84,67,76.0,65,68.0,0.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,2009-07-11,85,63,74.0,59,65.0,0.25,85,68,77.0,60,67.0,1.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,2009-07-12,82,58,70.0,51,60.0,0.0,82,60,71.0,50,60.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,2009-07-13,79,61,70.0,46,57.0,0.0,78,66,72.0,48,59.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,2009-07-14,80,55,68.0,51,59.0,0.0,81,60,71.0,49,60.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,2009-07-15,85,65,75.0,62,67.0,0.68,86,67,77.0,62,67.0,0.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,2009-07-16,80,64,72.0,56,62.0,0.001,82,65,74.0,57,63.0,0.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,2009-07-17,70,57,64.0,51,56.0,0.0,70,58,64.0,52,57.0,0.001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,2009-07-18,72,57,65.0,52,57.0,0.0,73,58,66.0,52,58.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
447,2009-07-19,71,57,64.0,52,58.0,0.0,73,60,67.0,53,59.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
448,2009-07-20,76,55,66.0,55,60.0,0.0,76,59,68.0,56,61.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
